N,execucoes,metodo_selecao,TP,NG,TC,TM,IG,custo_medio,desvio_padrao,melhor_custo,pior_custo,ganho_medio,tempo_medio
50,20,torneio,50,50,0.5,0.8,0.1,1148.6,50.398809509749334,1041,1267,50.89957654114066,0.2628950955500386
50,20,torneio,50,100,0.2,0.2,0.0,1119.7,53.20817606345852,1052,1273,50.873863816039844,0.4616631587500251
50,20,torneio,100,50,0.2,0.8,0.7,1114.9,34.598988424519,1055,1176,50.76408397131563,0.3061329494499205
50,20,torneio,50,50,0.5,0.8,0.7,1145.35,37.36077488489766,1078,1213,50.75579109106168,0.2619504065000001
50,20,torneio,100,50,0.8,0.8,0.7,1106.95,54.68224117572359,1004,1193,50.72321114427232,0.33257519734975177
50,20,torneio,10,100,0.5,0.8,0.1,1200.45,63.82669895897797,1109,1357,50.60557142877634,0.11726558284995008
50,20,torneio,50,200,0.5,0.8,0.0,1130.25,70.40019531222907,1015,1291,50.51157442066442,0.9268796152501182
50,20,torneio,100,200,0.2,0.8,0.0,1110.2,54.122638516613364,1018,1214,50.47909319737472,1.2539839761000167
50,20,torneio,10,200,0.5,0.2,0.1,1196.25,77.85940855156812,1038,1367,50.36861154563427,0.20707661554993137
50,20,torneio,10,100,0.2,0.8,0.1,1196.25,61.65620406739293,1043,1315,50.36857902150156,0.10831699084992578
50,20,torneio,10,200,0.2,0.2,0.7,1198.15,50.19688735369953,1066,1277,50.245140472834386,0.20354903889992784
50,20,torneio,50,100,0.8,0.2,0.0,1144.1,31.30798620160677,1088,1200,50.13353366555406,0.44531274604996723
50,20,torneio,10,200,0.2,0.2,0.1,1206.3,47.91774201691895,1111,1284,49.90062190328106,0.2215583701000469
50,20,torneio,10,200,0.8,0.2,0.0,1192.7,67.31500575651762,1048,1317,49.60783943416571,0.2097915339001247
50,20,torneio,100,50,0.5,0.8,0.7,1111.75,41.43896113562694,1022,1176,49.45935234428002,0.3196388900000329
50,20,torneio,100,50,0.2,0.8,0.1,1136.3,47.929218645832314,1015,1229,49.33298104776115,0.3063962903998799
50,20,torneio,100,100,0.8,0.8,0.0,1132.1,64.08736224873044,987,1276,49.30698661427539,0.649447868749985
50,20,torneio,50,50,0.8,0.8,0.7,1152.15,47.948175147757176,1047,1218,49.22578520479692,0.26434255780004606
50,20,torneio,10,200,0.5,0.2,0.7,1220.65,76.8988133848631,1072,1389,49.20675325095412,0.20681060065003293
50,20,torneio,50,50,0.8,0.8,0.1,1163.65,52.78378065277249,1045,1270,49.155422188214196,0.25953868300002797
50,20,torneio,10,200,0.8,0.2,0.7,1229.25,76.72996481166925,1059,1404,49.11723108805137,0.20956651094993503
50,20,torneio,10,200,0.2,0.2,0.0,1223.05,68.06722779723,1065,1358,49.06085046889809,0.20940697409996573
50,20,torneio,50,50,0.2,0.8,0.7,1169.15,45.88493761573617,1052,1249,48.70443736648907,0.2488954227999784
50,20,torneio,50,200,0.2,0.8,0.0,1161.75,49.13743481298144,1046,1246,48.6881085570022,0.9004900748001091
