N,execucoes,metodo_selecao,TP,NG,TC,TM,IG,custo_medio,desvio_padrao,melhor_custo,pior_custo,ganho_medio,tempo_medio
50,20,torneio,50,10,0.2,0.2,0.0,1865.55,94.12304446839786,1657,2024,17.923221869529932,0.05360553414989226
50,20,torneio,50,10,0.8,0.0,0.7,1877.45,105.53647473741009,1714,2164,17.888939193311426,0.05420816395021575
50,20,torneio,50,100,0.8,0.0,0.0,1899.95,98.72156552648462,1658,2046,17.656120616981134,0.5369669746000454
50,20,torneio,100,10,0.5,0.0,0.1,1854.65,106.30346889918503,1654,2030,17.624060887656842,0.06338766715002749
50,20,torneio,100,200,0.5,0.0,0.7,1835.3,106.36216432547808,1660,2044,17.563153321315603,1.2670149284000671
50,20,torneio,50,10,0.2,0.2,0.1,1887.75,51.413884311535924,1784,2002,17.454015028788533,0.051926952849999
50,20,torneio,100,10,0.5,0.0,0.7,1864.2,84.87202130266486,1760,2076,17.44358492522924,0.06371407725000608
50,20,torneio,50,200,0.8,0.0,0.1,1898.8,97.2751766896365,1742,2142,16.82767531514623,0.566818476600065
50,20,torneio,100,100,0.5,0.0,0.0,1864.35,117.5058615559241,1636,2065,16.784723765087296,0.6431480076999379
50,20,torneio,50,50,0.8,0.0,0.1,1909.55,113.84835308426732,1681,2093,16.754660318601047,0.24583464050006115
50,20,torneio,10,10,0.8,0.2,0.0,2021.2,110.55252145473663,1868,2236,16.689588969575237,0.012126784950123693
50,20,torneio,50,10,0.8,0.0,0.1,1918.15,108.72638824130966,1737,2163,16.4825325479481,0.05315890410001885
50,20,torneio,50,10,0.8,0.0,0.0,1913.55,104.84821171579418,1659,2091,16.115868000164387,0.05501084924990209
50,20,torneio,50,50,0.5,0.0,0.7,1930.65,120.52189635082914,1683,2086,16.05455108350551,0.24917581639983838
50,20,torneio,100,10,0.5,0.0,0.0,1896.9,82.1120575798707,1632,2006,15.948771063987504,0.06318867605000378
50,20,torneio,100,100,0.5,0.0,0.7,1882.65,84.83352815956671,1707,2029,15.897311917559591,0.6393164056499245
50,20,torneio,100,100,0.5,0.0,0.1,1892.5,145.75407369950247,1576,2226,15.874403754684295,0.6396209650501078
50,20,torneio,50,200,0.5,0.0,0.7,1937.85,137.0916755313757,1697,2210,15.770920183394699,0.8619780759499918
50,20,torneio,10,10,0.8,0.2,0.7,2046.95,82.68160315330128,1916,2236,15.710579668692919,0.01184622150008181
50,20,torneio,10,10,0.8,0.2,0.1,2068.8,105.90259675758664,1860,2234,15.609707855307722,0.011973024449980585
50,20,torneio,50,10,0.5,0.0,0.1,1959.8,106.19491513250529,1787,2165,15.352564377786686,0.05268014504999883
50,20,torneio,50,50,0.5,0.0,0.0,1947.95,99.50450994804206,1731,2161,15.240252366734477,0.24540950005016385
50,20,torneio,50,100,0.8,0.0,0.7,1911.3,121.73951700249184,1659,2139,14.7309267057184,0.44827090890007637
50,20,torneio,10,10,0.5,0.2,0.1,2029.3,116.49553639517697,1803,2241,14.691254734004195,0.011952156700044726
50,20,torneio,50,200,0.5,0.0,0.0,1952.9,116.27291172065831,1717,2137,14.627416769580686,0.8699800186501306
50,20,torneio,10,10,0.5,0.2,0.7,2064.35,94.2514058250592,1913,2287,14.594928055384585,0.011674993399992672
50,20,torneio,50,100,0.5,0.0,0.0,1924.45,123.50120444756806,1679,2217,14.554331003790669,0.45252237234994935
50,20,torneio,10,10,0.5,0.2,0.0,2100.0,76.38913535313776,1929,2233,14.209870114305701,0.011866478900083166
50,20,torneio,50,100,0.5,0.0,0.7,1950.85,85.84478726166195,1762,2076,14.157275736010195,0.45781793229989487
50,20,torneio,50,100,0.5,0.0,0.1,1997.15,152.03495486236054,1720,2330,13.727180353951624,0.45838012879994494
50,20,torneio,100,50,0.2,0.0,0.0,1946.2,141.3090938333411,1638,2171,13.347852124005758,0.30943316345005767
50,20,torneio,50,200,0.5,0.0,0.1,1963.15,98.86519862924466,1780,2173,13.305418604405778,0.876273631749973
50,20,torneio,50,10,0.5,0.0,0.7,1969.75,116.95763121746268,1720,2245,13.21392364953752,0.054631782049909816
50,20,torneio,10,10,0.2,0.2,0.0,2089.4,103.83275013212354,1913,2300,13.05743590934723,0.01256500480003524
50,20,torneio,10,10,0.2,0.2,0.1,2077.0,90.6371888354885,1950,2295,12.951682163284977,0.011913485649984068
50,20,torneio,10,10,0.2,0.2,0.7,2076.05,104.25664247423279,1890,2230,12.558892955019706,0.012125850650090798
50,20,torneio,100,200,0.2,0.0,0.0,1980.3,98.16572721678376,1792,2114,12.369444790311437,1.194163748849951
50,20,torneio,50,10,0.5,0.0,0.0,1996.4,95.62395097463813,1825,2207,12.110453462798239,0.05185260819994255
50,20,torneio,100,50,0.2,0.0,0.1,1983.3,98.49675121545889,1830,2117,11.887767070581761,0.2929184128999623
50,20,torneio,100,10,0.2,0.0,0.7,1987.45,114.1562416164793,1702,2181,11.364712778666837,0.06504319065006711
50,20,torneio,100,10,0.2,0.0,0.0,1984.4,71.4600587741152,1816,2163,11.24465252297773,0.06531789670002582
50,20,torneio,50,50,0.5,0.0,0.1,1999.15,99.55565026657202,1810,2131,11.079589448523368,0.25032027765009845
50,20,torneio,100,100,0.2,0.0,0.1,1995.0,117.22201158485551,1790,2202,10.74171344659182,0.6061529740500646
50,20,torneio,100,100,0.2,0.0,0.0,1984.25,125.50413339806781,1736,2203,10.715837526081327,0.6179107212500184
50,20,torneio,100,100,0.2,0.0,0.7,1982.35,109.79630002873503,1673,2160,10.54445898185646,0.604513701300084
50,20,torneio,100,10,0.2,0.0,0.1,2018.85,101.352984662515,1810,2252,10.400323710563969,0.06523206984988975
50,20,torneio,50,50,0.2,0.0,0.7,2072.4,97.34033079869825,1903,2260,10.17559704862768,0.24904856140001358
50,20,torneio,50,200,0.2,0.0,0.7,2074.2,105.20627357719691,1860,2267,10.024050518312343,0.8641105867000078
50,20,torneio,100,50,0.2,0.0,0.7,2029.45,116.6955333335428,1814,2242,9.978017887611507,0.29325238005003484
50,20,torneio,10,200,0.5,0.0,0.7,2217.2,122.32563100184687,1971,2421,9.748366915047779,0.20254740135001156
50,20,torneio,100,200,0.2,0.0,0.1,2012.05,128.19807915877678,1766,2244,9.668693471224412,1.2349021030498988
50,20,torneio,10,10,0.8,0.0,0.7,2193.65,124.75747472596582,1889,2451,9.60492840251155,0.011855879450013162
50,20,torneio,10,100,0.8,0.0,0.7,2204.0,129.0352664971867,1839,2441,9.402119210841219,0.11133885029994417
50,20,torneio,50,10,0.2,0.0,0.1,2060.45,113.70069261002766,1850,2248,9.187163076618493,0.05253926249993128
50,20,torneio,50,200,0.2,0.0,0.0,2083.35,115.06836011693223,1836,2245,9.173336215749213,0.8643508620998546
50,20,torneio,100,200,0.2,0.0,0.7,2017.6,114.73116403139994,1831,2228,9.053196298707523,1.189374272999976
50,20,torneio,50,50,0.2,0.0,0.0,2085.8,152.42460431308325,1683,2264,9.017091696148176,0.2410759952000717
50,20,torneio,10,50,0.8,0.0,0.1,2212.65,139.624594896458,1800,2401,8.989444723073442,0.051055105450041084
50,20,torneio,10,100,0.8,0.0,0.1,2193.1,137.41648372738985,1883,2569,8.946039163238748,0.1071304327501366
50,20,torneio,10,200,0.8,0.0,0.0,2182.5,100.96063589340154,1992,2445,8.819480599933105,0.20904861019980672
50,20,torneio,10,10,0.8,0.0,0.0,2203.8,151.0875904897553,1891,2466,8.663788635182787,0.011597203750034169
50,20,torneio,10,50,0.8,0.0,0.7,2200.6,80.44526089211223,2086,2390,8.573128154571602,0.05166432165015067
50,20,torneio,50,10,0.2,0.0,0.7,2107.1,87.27307717732886,1911,2257,8.227531906729459,0.05135930909978015
50,20,torneio,50,10,0.2,0.0,0.0,2109.55,91.72048571611471,1896,2234,8.179286048208995,0.053206942549923045
50,20,torneio,50,100,0.2,0.0,0.0,2120.75,93.37551874019228,1883,2247,7.9682971997724605,0.4614370408499326
50,20,torneio,10,100,0.8,0.0,0.0,2256.05,90.52263529084867,2081,2416,7.732189372116428,0.10710717015008413
50,20,torneio,10,200,0.8,0.0,0.7,2184.75,122.1830082294588,1993,2397,7.709695977867179,0.2103568596000059
50,20,torneio,10,200,0.8,0.0,0.1,2242.9,104.64315553346046,2006,2463,7.690610386714972,0.20984803354995166
50,20,torneio,50,100,0.2,0.0,0.7,2103.8,126.4462731756061,1797,2311,7.379360630856882,0.4545883104999575
50,20,torneio,50,50,0.2,0.0,0.1,2110.55,115.87254851775722,1801,2283,7.296266675521608,0.24879675064989898
50,20,torneio,10,50,0.8,0.0,0.0,2227.1,135.0144066386991,1940,2467,7.280419808673983,0.05111794144995656
50,20,torneio,50,200,0.2,0.0,0.1,2124.45,84.90257652156382,1944,2250,7.263376533891071,0.8601165715999286
50,20,torneio,10,100,0.5,0.0,0.7,2240.6,95.89285687682894,2037,2399,7.045785318589521,0.10657466930001647
50,20,torneio,10,50,0.5,0.0,0.7,2274.3,121.05416143198052,1998,2445,6.977262393846312,0.05114117735001855
50,20,torneio,10,50,0.5,0.0,0.1,2290.85,124.73102060033021,2044,2517,6.870301065624926,0.058408925700041435
50,20,torneio,10,100,0.5,0.0,0.1,2266.75,139.8255609679432,1990,2494,6.712382354818919,0.10793609279999146
50,20,torneio,10,10,0.5,0.0,0.7,2265.0,85.56751720133056,2128,2470,6.598095057609354,0.011785045550004725
50,20,torneio,10,10,0.8,0.0,0.1,2214.5,113.39907407029389,2005,2457,6.340885403358852,0.011970191149976018
50,20,torneio,10,10,0.5,0.0,0.0,2278.4,85.38641578143447,2092,2448,6.3159744683835966,0.011226483150039712
50,20,torneio,50,100,0.2,0.0,0.1,2136.05,116.93095184766092,1854,2339,6.266755582880398,0.4547144946001481
50,20,torneio,10,100,0.5,0.0,0.0,2258.65,114.82433322253605,2053,2444,5.971044514553453,0.10578762889995233
50,20,torneio,10,200,0.5,0.0,0.0,2323.1,104.55424429452876,2155,2544,5.706933807167126,0.2046073870001237
50,20,torneio,10,50,0.5,0.0,0.0,2300.0,131.52186130069785,2022,2587,5.398403043309253,0.053246560300112836
50,20,torneio,10,200,0.2,0.0,0.1,2310.55,129.24529972111173,2090,2523,5.133851766246718,0.20692141974982406
50,20,torneio,10,200,0.5,0.0,0.1,2289.55,129.98095052737537,2045,2606,4.913499486575816,0.2018391427000097
50,20,torneio,10,10,0.5,0.0,0.1,2341.75,97.34571125632603,2202,2576,4.227582597666195,0.011210477150098087
50,20,torneio,10,100,0.2,0.0,0.0,2364.15,119.058084563796,2161,2605,3.4009957599115275,0.09982047124995005
50,20,torneio,10,50,0.2,0.0,0.7,2378.6,103.11711788059247,2126,2573,3.25589940584223,0.050836939200098644
50,20,torneio,10,100,0.2,0.0,0.7,2345.4,130.31784221663585,2055,2593,3.1528901564345713,0.10459333039993908
50,20,torneio,10,100,0.2,0.0,0.1,2394.4,119.40075376646497,2107,2611,2.7960028258243304,0.10298123329998816
50,20,torneio,10,200,0.2,0.0,0.7,2340.0,126.69964482981,2087,2539,2.605530175597468,0.2063725702499596
50,20,torneio,10,10,0.2,0.0,0.0,2362.95,106.52956162493113,2136,2578,2.504095730848422,0.014884666150101112
50,20,torneio,10,50,0.2,0.0,0.1,2360.45,96.59631204140248,2174,2528,2.4691554162770397,0.05116737414991803
50,20,torneio,10,50,0.2,0.0,0.0,2357.1,138.89524829885292,2090,2579,2.3795741054479125,0.04990519979992314
50,20,torneio,10,10,0.2,0.0,0.7,2367.45,115.28680540287341,2111,2571,2.096288855516901,0.01139708799996697
50,20,torneio,10,10,0.2,0.0,0.1,2385.6,87.95419262320586,2217,2568,1.5355619964801552,0.012454731300067579
50,20,torneio,10,200,0.2,0.0,0.0,2350.1,121.10776193126517,2118,2546,1.3064485805335464,0.20681851525005185
