Ranking,TP,NG,TC,TM,IG,Custo Inicial,Custo Médio,Melhor Custo,Pior Custo,Desvio Padrão,Ganho Médio (%),Tempo Médio (s),Solução Inicial,Solução Final
79,10,200,0.5,0.2,0.7,2469,1197.25,1052,1303,65.84,51.51,0.1211,"[44, 35, 6, 14, 5, 24, 33, 8, 17, 2, 16, 7, 31, 10, 39, 34, 26, 23, 38, 43, 12, 45, 0, 18, 30, 19, 1, 3, 40, 46, 9, 47, 22, 41, 32, 20, 37, 49, 48, 11, 42, 29, 4, 27, 13, 28, 21, 36, 15, 25]","[34, 44, 37, 2, 42, 7, 48, 41, 6, 25, 20, 39, 46, 13, 36, 33, 45, 23, 38, 12, 43, 1, 0, 26, 17, 5, 31, 22, 40, 8, 9, 47, 10, 15, 32, 28, 24, 16, 18, 11, 35, 29, 4, 27, 14, 49, 21, 30, 19, 3]"
80,50,100,0.8,0.2,0.0,2273,1103.1,959,1224,66.08,51.47,0.2965,"[41, 7, 0, 5, 1, 33, 45, 10, 43, 48, 28, 30, 17, 26, 9, 23, 39, 32, 31, 3, 44, 46, 2, 4, 20, 15, 14, 25, 37, 42, 13, 27, 6, 8, 36, 38, 11, 35, 18, 49, 21, 47, 19, 16, 29, 40, 34, 24, 22, 12]","[44, 7, 0, 5, 1, 33, 45, 19, 41, 15, 2, 10, 21, 26, 35, 22, 12, 43, 4, 6, 37, 47, 9, 31, 24, 42, 36, 32, 27, 11, 46, 13, 17, 49, 23, 38, 29, 8, 39, 3, 40, 20, 30, 25, 14, 18, 28, 48, 34, 16]"
81,100,50,0.8,0.8,0.1,2273,1105.0,1027,1262,54.14,51.39,0.3282,"[41, 7, 0, 5, 1, 33, 45, 10, 43, 48, 28, 30, 17, 26, 9, 23, 39, 32, 31, 3, 44, 46, 2, 4, 20, 15, 14, 25, 37, 42, 13, 27, 6, 8, 36, 38, 11, 35, 18, 49, 21, 47, 19, 16, 29, 40, 34, 24, 22, 12]","[18, 18, 41, 33, 48, 45, 22, 38, 43, 40, 44, 7, 4, 2, 29, 42, 47, 23, 32, 25, 14, 39, 11, 46, 1, 36, 24, 37, 31, 34, 16, 19, 26, 28, 21, 6, 5, 13, 12, 3, 20, 10, 0, 30, 17, 49, 35, 27, 9, 15]"
82,10,200,0.2,0.2,0.7,2469,1204.5,1059,1317,68.53,51.22,0.1188,"[44, 35, 6, 14, 5, 24, 33, 8, 17, 2, 16, 7, 31, 10, 39, 34, 26, 23, 38, 43, 12, 45, 0, 18, 30, 19, 1, 3, 40, 46, 9, 47, 22, 41, 32, 20, 37, 49, 48, 11, 42, 29, 4, 27, 13, 28, 21, 36, 15, 25]","[26, 35, 27, 18, 25, 48, 3, 30, 14, 42, 16, 34, 44, 7, 39, 28, 10, 23, 38, 43, 4, 45, 0, 6, 37, 19, 5, 49, 40, 2, 8, 9, 32, 15, 36, 20, 1, 33, 17, 11, 46, 29, 24, 12, 21, 31, 13, 47, 22, 41]"
83,10,200,0.2,0.2,0.0,2469,1208.35,1115,1319,61.18,51.06,0.1189,"[44, 35, 6, 14, 5, 24, 33, 8, 17, 2, 16, 7, 31, 10, 39, 34, 26, 23, 38, 43, 12, 45, 0, 18, 30, 19, 1, 3, 40, 46, 9, 47, 22, 41, 32, 20, 37, 49, 48, 11, 42, 29, 4, 27, 13, 28, 21, 36, 15, 25]","[44, 37, 9, 34, 18, 24, 12, 13, 17, 2, 29, 7, 8, 10, 15, 41, 49, 23, 38, 4, 31, 45, 0, 5, 30, 19, 1, 36, 40, 14, 48, 47, 22, 20, 32, 42, 16, 33, 6, 11, 35, 43, 39, 27, 46, 25, 3, 21, 26, 28]"
84,50,100,0.2,0.2,0.0,2273,1117.0,1055,1191,39.22,50.86,0.2907,"[41, 7, 0, 5, 1, 33, 45, 10, 43, 48, 28, 30, 17, 26, 9, 23, 39, 32, 31, 3, 44, 46, 2, 4, 20, 15, 14, 25, 37, 42, 13, 27, 6, 8, 36, 38, 11, 35, 18, 49, 21, 47, 19, 16, 29, 40, 34, 24, 22, 12]","[36, 49, 40, 12, 15, 41, 14, 3, 20, 10, 7, 31, 22, 1, 2, 32, 11, 21, 45, 33, 48, 4, 34, 30, 27, 43, 35, 13, 38, 39, 47, 8, 9, 0, 26, 17, 25, 5, 28, 6, 44, 46, 29, 24, 37, 19, 23, 42, 16, 18]"
85,100,50,0.2,0.8,0.7,2273,1118.9,984,1197,52.62,50.77,0.3169,"[41, 7, 0, 5, 1, 33, 45, 10, 43, 48, 28, 30, 17, 26, 9, 23, 39, 32, 31, 3, 44, 46, 2, 4, 20, 15, 14, 25, 37, 42, 13, 27, 6, 8, 36, 38, 11, 35, 18, 49, 21, 47, 19, 16, 29, 40, 34, 24, 22, 12]","[41, 7, 0, 30, 13, 33, 45, 46, 43, 48, 39, 47, 9, 14, 38, 23, 16, 34, 31, 3, 44, 4, 26, 10, 27, 15, 2, 32, 37, 42, 1, 28, 6, 8, 36, 17, 11, 35, 18, 49, 25, 5, 29, 24, 40, 20, 22, 19, 12, 21]"
86,10,200,0.2,0.2,0.1,2469,1215.45,1132,1280,43.25,50.77,0.1182,"[44, 35, 6, 14, 5, 24, 33, 8, 17, 2, 16, 7, 31, 10, 39, 34, 26, 23, 38, 43, 12, 45, 0, 18, 30, 19, 1, 3, 40, 46, 9, 47, 22, 41, 32, 20, 37, 49, 48, 11, 42, 29, 4, 27, 13, 28, 21, 36, 15, 25]","[39, 35, 46, 3, 18, 24, 16, 44, 45, 2, 4, 7, 49, 12, 25, 29, 34, 23, 37, 13, 6, 17, 0, 5, 30, 14, 8, 21, 31, 10, 9, 47, 22, 41, 42, 20, 38, 33, 48, 15, 32, 27, 43, 40, 19, 26, 28, 11, 1, 36]"
87,100,50,0.8,0.8,0.7,2273,1120.85,1037,1221,45.4,50.69,0.33,"[41, 7, 0, 5, 1, 33, 45, 10, 43, 48, 28, 30, 17, 26, 9, 23, 39, 32, 31, 3, 44, 46, 2, 4, 20, 15, 14, 25, 37, 42, 13, 27, 6, 8, 36, 38, 11, 35, 18, 49, 21, 47, 19, 16, 29, 40, 34, 24, 22, 12]","[26, 18, 41, 33, 46, 28, 42, 6, 32, 15, 2, 9, 47, 34, 44, 43, 24, 38, 4, 49, 23, 36, 39, 22, 40, 14, 8, 29, 7, 0, 30, 25, 13, 16, 19, 3, 27, 5, 31, 10, 11, 35, 20, 37, 17, 1, 21, 45, 12, 48]"
88,50,200,0.8,0.8,0.0,2273,1122.9,980,1298,76.12,50.6,0.6664,"[41, 7, 0, 5, 1, 33, 45, 10, 43, 48, 28, 30, 17, 26, 9, 23, 39, 32, 31, 3, 44, 46, 2, 4, 20, 15, 14, 25, 37, 42, 13, 27, 6, 8, 36, 38, 11, 35, 18, 49, 21, 47, 19, 16, 29, 40, 34, 24, 22, 12]","[13, 6, 25, 5, 1, 33, 45, 10, 15, 32, 2, 22, 40, 14, 35, 18, 28, 48, 12, 36, 11, 0, 41, 49, 34, 7, 24, 37, 31, 17, 21, 9, 20, 30, 29, 19, 4, 3, 44, 43, 26, 23, 47, 39, 16, 42, 46, 38, 27, 8]"
89,100,200,0.2,0.8,0.0,2273,1123.45,994,1257,58.82,50.57,1.2698,"[41, 7, 0, 5, 1, 33, 45, 10, 43, 48, 28, 30, 17, 26, 9, 23, 39, 32, 31, 3, 44, 46, 2, 4, 20, 15, 14, 25, 37, 42, 13, 27, 6, 8, 36, 38, 11, 35, 18, 49, 21, 47, 19, 16, 29, 40, 34, 24, 22, 12]","[8, 18, 45, 22, 5, 13, 23, 32, 15, 39, 3, 28, 6, 37, 2, 14, 48, 26, 40, 12, 43, 46, 29, 16, 44, 7, 4, 42, 19, 0, 30, 10, 25, 24, 1, 11, 35, 20, 47, 17, 49, 21, 31, 36, 41, 38, 27, 9, 34, 33]"
90,100,50,0.2,0.8,0.1,2273,1130.95,1088,1186,28.22,50.24,0.3183,"[41, 7, 0, 5, 1, 33, 45, 10, 43, 48, 28, 30, 17, 26, 9, 23, 39, 32, 31, 3, 44, 46, 2, 4, 20, 15, 14, 25, 37, 42, 13, 27, 6, 8, 36, 38, 11, 35, 18, 49, 21, 47, 19, 16, 29, 40, 34, 24, 22, 12]","[41, 7, 0, 5, 1, 33, 45, 23, 43, 48, 34, 30, 17, 14, 42, 32, 37, 47, 29, 4, 3, 11, 2, 49, 40, 44, 38, 18, 28, 46, 39, 19, 26, 13, 27, 22, 12, 31, 24, 16, 15, 35, 6, 9, 8, 36, 20, 10, 21, 25]"
91,100,50,0.5,0.8,0.1,2273,1132.1,983,1220,59.81,50.19,0.3226,"[41, 7, 0, 5, 1, 33, 45, 10, 43, 48, 28, 30, 17, 26, 9, 23, 39, 32, 31, 3, 44, 46, 2, 4, 20, 15, 14, 25, 37, 42, 13, 27, 6, 8, 36, 38, 11, 35, 18, 49, 21, 47, 19, 16, 29, 40, 34, 24, 22, 12]","[41, 7, 0, 5, 1, 33, 20, 10, 18, 4, 2, 9, 30, 27, 35, 6, 24, 16, 22, 38, 28, 44, 48, 3, 29, 26, 40, 14, 8, 13, 23, 46, 12, 43, 21, 37, 19, 39, 17, 49, 45, 15, 36, 47, 42, 34, 31, 25, 32, 11]"
92,50,50,0.8,0.8,0.7,2273,1133.45,1009,1218,55.65,50.13,0.1543,"[41, 7, 0, 5, 1, 33, 45, 10, 43, 48, 28, 30, 17, 26, 9, 23, 39, 32, 31, 3, 44, 46, 2, 4, 20, 15, 14, 25, 37, 42, 13, 27, 6, 8, 36, 38, 11, 35, 18, 49, 21, 47, 19, 16, 29, 40, 34, 24, 22, 12]","[41, 43, 0, 5, 1, 33, 45, 10, 7, 48, 12, 30, 27, 27, 9, 23, 21, 46, 8, 3, 44, 32, 2, 4, 13, 15, 17, 25, 20, 42, 40, 14, 11, 31, 36, 38, 26, 35, 18, 49, 29, 24, 37, 28, 6, 34, 16, 22, 39, 19]"
93,50,50,0.5,0.8,0.1,2273,1133.7,1026,1221,51.88,50.12,0.1521,"[41, 7, 0, 5, 1, 33, 45, 10, 43, 48, 28, 30, 17, 26, 9, 23, 39, 32, 31, 3, 44, 46, 2, 4, 20, 15, 14, 25, 37, 42, 13, 27, 6, 8, 36, 38, 11, 35, 18, 49, 21, 47, 19, 16, 29, 40, 34, 24, 22, 12]","[11, 31, 19, 23, 26, 17, 48, 45, 12, 1, 0, 40, 24, 25, 5, 29, 41, 6, 32, 2, 14, 35, 18, 28, 38, 33, 16, 34, 44, 46, 13, 10, 27, 22, 39, 15, 21, 37, 42, 36, 8, 9, 49, 47, 7, 4, 3, 20, 30, 43]"
94,100,100,0.8,0.8,0.0,2273,1136.35,1004,1268,69.62,50.01,0.675,"[41, 7, 0, 5, 1, 33, 45, 10, 43, 48, 28, 30, 17, 26, 9, 23, 39, 32, 31, 3, 44, 46, 2, 4, 20, 15, 14, 25, 37, 42, 13, 27, 6, 8, 36, 38, 11, 35, 18, 49, 21, 47, 19, 16, 29, 40, 34, 24, 22, 12]","[43, 2, 49, 5, 41, 33, 45, 1, 42, 35, 17, 12, 30, 21, 26, 28, 46, 3, 19, 16, 44, 7, 9, 34, 48, 47, 13, 36, 38, 4, 37, 0, 31, 24, 27, 11, 32, 18, 10, 25, 14, 23, 29, 15, 6, 8, 20, 22, 40, 39]"
95,50,50,0.5,0.8,0.7,2273,1145.05,1046,1219,42.01,49.62,0.1524,"[41, 7, 0, 5, 1, 33, 45, 10, 43, 48, 28, 30, 17, 26, 9, 23, 39, 32, 31, 3, 44, 46, 2, 4, 20, 15, 14, 25, 37, 42, 13, 27, 6, 8, 36, 38, 11, 35, 18, 49, 21, 47, 19, 16, 29, 40, 34, 24, 22, 12]","[34, 7, 0, 5, 1, 33, 45, 10, 15, 46, 28, 21, 9, 14, 17, 11, 20, 32, 39, 3, 44, 31, 18, 25, 48, 4, 6, 37, 47, 8, 13, 27, 24, 42, 35, 22, 30, 2, 49, 29, 41, 43, 40, 16, 19, 23, 26, 36, 38, 12]"
96,50,50,0.8,0.8,0.1,2273,1145.45,1052,1327,65.12,49.61,0.154,"[41, 7, 0, 5, 1, 33, 45, 10, 43, 48, 28, 30, 17, 26, 9, 23, 39, 32, 31, 3, 44, 46, 2, 4, 20, 15, 14, 25, 37, 42, 13, 27, 6, 8, 36, 38, 11, 35, 18, 49, 21, 47, 19, 16, 29, 40, 34, 24, 22, 12]","[41, 7, 0, 5, 1, 33, 45, 38, 25, 48, 3, 28, 10, 4, 12, 23, 16, 2, 47, 13, 27, 34, 30, 20, 32, 15, 36, 44, 37, 11, 46, 40, 6, 8, 9, 43, 42, 35, 18, 49, 21, 24, 17, 29, 19, 26, 14, 31, 39, 22]"
97,100,100,0.5,0.8,0.0,2273,1152.2,1035,1285,55.95,49.31,0.6467,"[41, 7, 0, 5, 1, 33, 45, 10, 43, 48, 28, 30, 17, 26, 9, 23, 39, 32, 31, 3, 44, 46, 2, 4, 20, 15, 14, 25, 37, 42, 13, 27, 6, 8, 36, 38, 11, 35, 18, 49, 21, 47, 19, 16, 29, 40, 34, 24, 22, 12]","[41, 44, 45, 20, 1, 2, 29, 15, 39, 11, 35, 43, 0, 28, 21, 4, 3, 48, 33, 32, 23, 38, 26, 46, 40, 24, 37, 16, 18, 25, 13, 27, 30, 19, 12, 10, 7, 42, 9, 14, 8, 36, 6, 34, 47, 17, 49, 5, 31, 22]"
98,50,50,0.2,0.8,0.7,2273,1152.25,1101,1222,36.51,49.31,0.1505,"[41, 7, 0, 5, 1, 33, 45, 10, 43, 48, 28, 30, 17, 26, 9, 23, 39, 32, 31, 3, 44, 46, 2, 4, 20, 15, 14, 25, 37, 42, 13, 27, 6, 8, 36, 38, 11, 35, 18, 49, 21, 47, 19, 16, 29, 40, 34, 24, 22, 12]","[41, 43, 0, 5, 1, 33, 48, 10, 7, 45, 20, 32, 25, 3, 9, 14, 23, 6, 34, 16, 44, 37, 2, 4, 13, 15, 26, 17, 46, 27, 24, 42, 47, 8, 36, 38, 11, 35, 18, 49, 21, 30, 29, 28, 19, 12, 31, 39, 22, 40]"
99,100,50,0.8,0.2,0.7,2273,1154.25,1051,1250,53.69,49.22,0.3177,"[41, 7, 0, 5, 1, 33, 45, 10, 43, 48, 28, 30, 17, 26, 9, 23, 39, 32, 31, 3, 44, 46, 2, 4, 20, 15, 14, 25, 37, 42, 13, 27, 6, 8, 36, 38, 11, 35, 18, 49, 21, 47, 19, 16, 29, 40, 34, 24, 22, 12]","[41, 7, 0, 5, 30, 37, 47, 24, 20, 10, 21, 46, 39, 22, 9, 15, 2, 34, 17, 13, 6, 11, 42, 35, 3, 44, 38, 25, 32, 45, 2, 27, 14, 8, 43, 12, 31, 28, 18, 49, 23, 29, 19, 16, 4, 33, 48, 1, 36, 40]"
100,50,50,0.2,0.8,0.1,2273,1154.7,1043,1272,62.81,49.2,0.1503,"[41, 7, 0, 5, 1, 33, 45, 10, 43, 48, 28, 30, 17, 26, 9, 23, 39, 32, 31, 3, 44, 46, 2, 4, 20, 15, 14, 25, 37, 42, 13, 27, 6, 8, 36, 38, 11, 35, 18, 49, 21, 47, 19, 16, 29, 40, 34, 24, 22, 12]","[34, 7, 0, 5, 1, 11, 45, 10, 25, 48, 12, 30, 17, 14, 9, 43, 26, 40, 39, 3, 23, 32, 2, 4, 27, 28, 42, 6, 37, 47, 13, 15, 16, 8, 36, 38, 33, 35, 18, 49, 21, 24, 20, 46, 29, 19, 41, 44, 31, 22]"
101,100,50,0.5,0.2,0.1,2273,1155.25,1054,1239,46.53,49.18,0.3126,"[41, 7, 0, 5, 1, 33, 45, 10, 43, 48, 28, 30, 17, 26, 9, 23, 39, 32, 31, 3, 44, 46, 2, 4, 20, 15, 14, 25, 37, 42, 13, 27, 6, 8, 36, 38, 11, 35, 18, 49, 21, 47, 19, 16, 29, 40, 34, 24, 22, 12]","[41, 7, 0, 5, 1, 11, 20, 10, 4, 26, 28, 47, 17, 48, 42, 23, 39, 16, 34, 3, 44, 45, 19, 43, 2, 25, 32, 15, 37, 9, 30, 13, 6, 8, 36, 38, 33, 35, 18, 49, 21, 46, 40, 14, 29, 24, 27, 12, 31, 22]"
102,100,50,0.5,0.2,0.7,2273,1158.05,1101,1293,45.13,49.05,0.3123,"[41, 7, 0, 5, 1, 33, 45, 10, 43, 48, 28, 30, 17, 26, 9, 23, 39, 32, 31, 3, 44, 46, 2, 4, 20, 15, 14, 25, 37, 42, 13, 27, 6, 8, 36, 38, 11, 35, 18, 49, 21, 47, 19, 16, 29, 40, 34, 24, 22, 12]","[42, 7, 0, 5, 1, 33, 45, 20, 43, 48, 47, 23, 37, 2, 19, 3, 34, 30, 16, 32, 41, 44, 4, 11, 10, 15, 14, 25, 26, 17, 13, 27, 9, 8, 36, 38, 39, 35, 18, 49, 28, 6, 21, 46, 29, 22, 40, 12, 31, 24]"
103,100,50,0.8,0.2,0.1,2273,1167.35,1105,1221,32.18,48.64,0.3169,"[41, 7, 0, 5, 1, 33, 45, 10, 43, 48, 28, 30, 17, 26, 9, 23, 39, 32, 31, 3, 44, 46, 2, 4, 20, 15, 14, 25, 37, 42, 13, 27, 6, 8, 36, 38, 11, 35, 18, 49, 21, 47, 19, 16, 29, 40, 34, 24, 22, 12]","[40, 7, 0, 5, 1, 33, 45, 8, 20, 10, 21, 46, 39, 30, 31, 36, 11, 24, 19, 26, 6, 4, 42, 35, 3, 44, 38, 32, 48, 47, 13, 27, 37, 9, 43, 12, 34, 17, 18, 49, 23, 16, 15, 2, 25, 28, 41, 14, 29, 22]"
104,100,50,0.5,0.2,0.0,2273,1168.25,1097,1275,49.34,48.6,0.3125,"[41, 7, 0, 5, 1, 33, 45, 10, 43, 48, 28, 30, 17, 26, 9, 23, 39, 32, 31, 3, 44, 46, 2, 4, 20, 15, 14, 25, 37, 42, 13, 27, 6, 8, 36, 38, 11, 35, 18, 49, 21, 47, 19, 16, 29, 40, 34, 24, 22, 12]","[48, 45, 22, 13, 27, 38, 47, 9, 20, 32, 42, 34, 23, 21, 31, 10, 26, 46, 37, 2, 6, 25, 14, 8, 30, 44, 0, 41, 15, 39, 29, 7, 4, 11, 24, 19, 12, 43, 1, 36, 40, 16, 18, 49, 17, 33, 35, 5, 28, 3]"
105,100,50,0.2,0.2,0.1,2273,1174.65,1064,1264,52.9,48.32,0.3081,"[41, 7, 0, 5, 1, 33, 45, 10, 43, 48, 28, 30, 17, 26, 9, 23, 39, 32, 31, 3, 44, 46, 2, 4, 20, 15, 14, 25, 37, 42, 13, 27, 6, 8, 36, 38, 11, 35, 18, 49, 21, 47, 19, 16, 29, 40, 34, 24, 22, 12]","[41, 7, 4, 5, 1, 33, 45, 20, 43, 48, 14, 23, 42, 30, 19, 2, 34, 11, 46, 13, 37, 31, 16, 15, 36, 38, 18, 6, 32, 8, 40, 12, 0, 26, 10, 25, 35, 3, 47, 27, 9, 39, 29, 24, 17, 28, 44, 49, 21, 22]"
106,50,200,0.5,0.8,0.0,2273,1177.6,959,1336,77.79,48.19,0.645,"[41, 7, 0, 5, 1, 33, 45, 10, 43, 48, 28, 30, 17, 26, 9, 23, 39, 32, 31, 3, 44, 46, 2, 4, 20, 15, 14, 25, 37, 42, 13, 27, 6, 8, 36, 38, 11, 35, 18, 49, 21, 47, 19, 16, 29, 40, 34, 24, 22, 12]","[12, 31, 45, 5, 41, 33, 48, 14, 17, 11, 42, 36, 10, 15, 32, 0, 40, 47, 16, 34, 7, 39, 22, 21, 26, 18, 25, 3, 46, 28, 44, 27, 9, 23, 43, 35, 20, 1, 30, 13, 37, 19, 2, 6, 8, 29, 24, 38, 4, 49]"
107,100,50,0.2,0.2,0.7,2273,1177.8,1083,1244,43.47,48.18,0.3093,"[41, 7, 0, 5, 1, 33, 45, 10, 43, 48, 28, 30, 17, 26, 9, 23, 39, 32, 31, 3, 44, 46, 2, 4, 20, 15, 14, 25, 37, 42, 13, 27, 6, 8, 36, 38, 11, 35, 18, 49, 21, 47, 19, 16, 29, 40, 34, 24, 22, 12]","[41, 43, 0, 5, 1, 2, 26, 10, 25, 40, 20, 46, 37, 21, 13, 15, 36, 11, 45, 33, 6, 34, 42, 31, 30, 44, 38, 28, 32, 8, 29, 7, 4, 3, 17, 12, 48, 47, 39, 27, 9, 14, 23, 24, 19, 16, 18, 49, 35, 22]"
108,50,100,0.2,0.8,0.0,2273,1186.1,1092,1319,48.67,47.82,0.301,"[41, 7, 0, 5, 1, 33, 45, 10, 43, 48, 28, 30, 17, 26, 9, 23, 39, 32, 31, 3, 44, 46, 2, 4, 20, 15, 14, 25, 37, 42, 13, 27, 6, 8, 36, 38, 11, 35, 18, 49, 21, 47, 19, 16, 29, 40, 34, 24, 22, 12]","[12, 43, 2, 19, 26, 6, 48, 33, 16, 15, 21, 28, 44, 45, 46, 29, 8, 10, 7, 0, 5, 31, 39, 22, 41, 38, 4, 37, 18, 1, 30, 14, 3, 40, 49, 17, 11, 35, 13, 23, 42, 9, 20, 47, 32, 24, 25, 36, 27, 34]"
109,100,50,0.8,0.2,0.0,2273,1186.15,1115,1268,44.47,47.82,0.3161,"[41, 7, 0, 5, 1, 33, 45, 10, 43, 48, 28, 30, 17, 26, 9, 23, 39, 32, 31, 3, 44, 46, 2, 4, 20, 15, 14, 25, 37, 42, 13, 27, 6, 8, 36, 38, 11, 35, 18, 49, 21, 47, 19, 16, 29, 40, 34, 24, 22, 12]","[25, 14, 11, 35, 5, 12, 21, 41, 42, 6, 26, 40, 19, 16, 43, 31, 13, 23, 38, 47, 17, 46, 28, 44, 7, 39, 15, 32, 2, 4, 3, 33, 0, 8, 9, 18, 34, 30, 36, 10, 48, 22, 27, 37, 29, 49, 45, 20, 1, 24]"
110,10,50,0.5,0.8,0.7,2469,1291.9,1132,1434,65.48,47.68,0.0303,"[44, 35, 6, 14, 5, 24, 33, 8, 17, 2, 16, 7, 31, 10, 39, 34, 26, 23, 38, 43, 12, 45, 0, 18, 30, 19, 1, 3, 40, 46, 9, 47, 22, 41, 32, 20, 37, 49, 48, 11, 42, 29, 4, 27, 13, 28, 21, 36, 15, 25]","[21, 6, 37, 42, 35, 20, 40, 39, 30, 25, 32, 48, 3, 47, 13, 33, 1, 23, 16, 43, 7, 49, 34, 18, 24, 19, 2, 29, 4, 12, 31, 45, 22, 38, 36, 10, 41, 26, 17, 11, 0, 14, 8, 27, 9, 15, 46, 5, 44, 28]"
111,50,200,0.2,0.8,0.0,2273,1189.7,1108,1292,45.66,47.66,0.6317,"[41, 7, 0, 5, 1, 33, 45, 10, 43, 48, 28, 30, 17, 26, 9, 23, 39, 32, 31, 3, 44, 46, 2, 4, 20, 15, 14, 25, 37, 42, 13, 27, 6, 8, 36, 38, 11, 35, 18, 49, 21, 47, 19, 16, 29, 40, 34, 24, 22, 12]","[12, 1, 5, 18, 49, 28, 34, 44, 27, 43, 2, 25, 20, 42, 46, 29, 8, 10, 7, 0, 30, 31, 39, 22, 41, 38, 33, 16, 15, 36, 40, 19, 4, 3, 9, 14, 11, 35, 13, 23, 48, 6, 37, 47, 24, 32, 45, 21, 26, 17]"
112,10,50,0.8,0.8,0.7,2469,1295.55,1218,1367,41.46,47.53,0.0307,"[44, 35, 6, 14, 5, 24, 33, 8, 17, 2, 16, 7, 31, 10, 39, 34, 26, 23, 38, 43, 12, 45, 0, 18, 30, 19, 1, 3, 40, 46, 9, 47, 22, 41, 32, 20, 37, 49, 48, 11, 42, 29, 4, 27, 13, 28, 21, 36, 15, 25]","[44, 35, 20, 14, 5, 1, 33, 8, 17, 2, 49, 26, 43, 39, 47, 34, 7, 23, 29, 24, 31, 46, 3, 42, 30, 19, 12, 0, 40, 10, 48, 45, 22, 38, 32, 28, 16, 37, 9, 11, 21, 18, 4, 27, 15, 36, 6, 25, 41, 13]"
113,10,50,0.2,0.8,0.7,2469,1298.9,1159,1419,62.29,47.39,0.0297,"[44, 35, 6, 14, 5, 24, 33, 8, 17, 2, 16, 7, 31, 10, 39, 34, 26, 23, 38, 43, 12, 45, 0, 18, 30, 19, 1, 3, 40, 46, 9, 47, 22, 41, 32, 20, 37, 49, 48, 11, 42, 29, 4, 27, 13, 28, 21, 36, 15, 25]","[44, 35, 15, 32, 5, 20, 14, 8, 10, 2, 45, 42, 31, 17, 39, 3, 26, 36, 41, 43, 12, 30, 49, 23, 16, 18, 1, 0, 40, 46, 37, 47, 22, 27, 9, 24, 38, 33, 48, 34, 7, 29, 4, 11, 13, 6, 25, 21, 19, 28]"
114,100,50,0.2,0.2,0.0,2273,1202.1,1114,1298,53.22,47.11,0.3093,"[41, 7, 0, 5, 1, 33, 45, 10, 43, 48, 28, 30, 17, 26, 9, 23, 39, 32, 31, 3, 44, 46, 2, 4, 20, 15, 14, 25, 37, 42, 13, 27, 6, 8, 36, 38, 11, 35, 18, 49, 21, 47, 19, 16, 29, 40, 34, 24, 22, 12]","[41, 7, 0, 5, 1, 33, 45, 20, 43, 26, 28, 30, 17, 48, 9, 34, 44, 37, 25, 8, 6, 11, 42, 35, 46, 12, 36, 10, 32, 2, 29, 19, 4, 3, 15, 16, 40, 47, 27, 14, 23, 21, 31, 24, 38, 39, 18, 49, 13, 22]"
115,100,100,0.2,0.8,0.0,2273,1203.35,1103,1285,48.76,47.06,0.6362,"[41, 7, 0, 5, 1, 33, 45, 10, 43, 48, 28, 30, 17, 26, 9, 23, 39, 32, 31, 3, 44, 46, 2, 4, 20, 15, 14, 25, 37, 42, 13, 27, 6, 8, 36, 38, 11, 35, 18, 49, 21, 47, 19, 16, 29, 40, 34, 24, 22, 12]","[33, 25, 29, 19, 8, 13, 23, 46, 15, 32, 26, 28, 6, 37, 42, 14, 48, 45, 2, 9, 31, 18, 39, 22, 10, 7, 4, 21, 40, 0, 30, 44, 27, 24, 16, 43, 35, 20, 47, 17, 49, 5, 3, 41, 36, 38, 12, 1, 34, 11]"
116,50,100,0.8,0.8,0.0,2273,1211.05,1132,1327,49.0,46.72,0.3102,"[41, 7, 0, 5, 1, 33, 45, 10, 43, 48, 28, 30, 17, 26, 9, 23, 39, 32, 31, 3, 44, 46, 2, 4, 20, 15, 14, 25, 37, 42, 13, 27, 6, 8, 36, 38, 11, 35, 18, 49, 21, 47, 19, 16, 29, 40, 34, 24, 22, 12]","[13, 44, 25, 5, 12, 47, 39, 10, 15, 41, 33, 22, 30, 14, 17, 18, 28, 48, 1, 36, 11, 0, 40, 49, 29, 7, 21, 37, 31, 45, 8, 9, 20, 32, 24, 38, 4, 3, 46, 42, 23, 26, 6, 34, 16, 19, 2, 27, 43, 35]"
117,10,50,0.5,0.8,0.1,2469,1320.7,1249,1425,54.77,46.51,0.0328,"[44, 35, 6, 14, 5, 24, 33, 8, 17, 2, 16, 7, 31, 10, 39, 34, 26, 23, 38, 43, 12, 45, 0, 18, 30, 19, 1, 3, 40, 46, 9, 47, 22, 41, 32, 20, 37, 49, 48, 11, 42, 29, 4, 27, 13, 28, 21, 36, 15, 25]","[34, 30, 43, 2, 26, 10, 40, 44, 6, 25, 21, 46, 29, 24, 45, 23, 1, 37, 19, 35, 20, 12, 47, 31, 22, 9, 15, 16, 18, 7, 48, 14, 17, 28, 32, 11, 0, 49, 5, 3, 27, 39, 4, 42, 33, 8, 13, 41, 36, 38]"
