N,execucoes,metodo_selecao,TP,NG,TC,TM,IG,custo_medio,desvio_padrao,melhor_custo,pior_custo,ganho_medio,tempo_medio
50,20,torneio,50,10,0.8,0.8,0.0,1815.0,81.03332647744384,1635,2013,20.165016205782297,0.03619437414997719
50,20,torneio,50,10,0.5,0.2,0.7,1830.55,89.46813678623245,1611,2033,20.158202596557693,0.03549953900002265
50,20,torneio,50,200,0.8,0.0,0.0,1853.45,115.26728720673529,1610,2039,20.09409170832543,0.6893385919999673
50,20,torneio,50,10,0.8,0.2,0.0,1830.75,79.74325990326706,1634,1964,19.93926622912865,0.03673077215001967
50,20,torneio,100,10,0.8,0.0,0.1,1812.45,99.0840426103013,1643,2039,19.842565322053627,0.07640220315004172
50,20,torneio,100,10,0.5,0.8,0.0,1784.65,53.43994292661623,1717,1915,19.654836864406725,0.0773055551999505
50,20,torneio,100,10,0.2,0.2,0.1,1812.5,75.418499056929,1682,1939,19.54287906001133,0.07663571134996801
50,20,torneio,100,200,0.5,0.0,0.0,1809.0,133.31166490596388,1536,2054,19.540352982685327,1.638931649600022
50,20,torneio,50,200,0.8,0.0,0.7,1841.8,98.66640765731769,1661,2033,19.480586840275528,0.6925821608999513
50,20,torneio,100,100,0.8,0.0,0.1,1768.9,97.94993619191388,1529,1982,19.285637401177965,0.7002241803000061
50,20,torneio,100,200,0.5,0.0,0.1,1803.15,116.16121340619682,1611,2053,19.100486860574797,2.0485351234000064
50,20,torneio,50,50,0.8,0.0,0.7,1858.15,132.41838052173875,1635,2085,19.052878085476728,0.16122555945001976
50,20,torneio,100,10,0.8,0.0,0.0,1812.8,111.89083966080511,1637,2090,18.86297615728787,0.07429063704994406
50,20,torneio,100,100,0.5,0.0,0.0,1819.8,72.50075861672069,1672,1951,18.683907631725877,0.6790364439499854
50,20,torneio,10,10,0.2,0.8,0.0,1964.75,92.65574725833255,1771,2121,18.63063208832482,0.00767580739997129
50,20,torneio,100,10,0.8,0.8,0.0,1821.4,60.196677649185915,1703,1936,18.584236155203932,0.0777770351999834
50,20,torneio,100,50,0.5,0.0,0.0,1841.0,97.39147806661525,1629,2008,18.528445593648847,0.35032516204994407
50,20,torneio,50,10,0.5,0.2,0.0,1865.5,80.03343051500417,1724,2033,18.520612362026732,0.03421579945004396
50,20,torneio,100,50,0.5,0.0,0.1,1848.7,90.65379197805241,1685,2062,18.44917884904219,0.3497422271999994
50,20,torneio,50,10,0.8,0.0,0.1,1892.35,94.80098891889261,1709,2124,18.27742975483012,0.03488503075004701
50,20,torneio,100,10,0.2,0.2,0.7,1838.4,61.812134730973334,1738,1947,18.22041987779715,0.073075410599904
50,20,torneio,50,50,0.8,0.0,0.0,1858.45,169.31818419768152,1502,2153,18.195164715285678,0.15990397350000193
50,20,torneio,50,10,0.8,0.0,0.7,1855.4,82.69304686610597,1698,2005,18.162135501596413,0.03540633074998141
50,20,torneio,50,10,0.2,0.2,0.1,1855.15,83.1139428736238,1647,1963,18.07040572586091,0.0360801884000125
50,20,torneio,100,10,0.5,0.2,0.0,1800.0,72.64778042032667,1660,1894,17.97097463556935,0.07266299514990351
50,20,torneio,100,10,0.2,0.2,0.0,1833.0,41.493372964848255,1761,1905,17.676711708680763,0.07159632249999959
