N,execucoes,metodo_selecao,TP,NG,TC,TM,IG,custo_medio,desvio_padrao,melhor_custo,pior_custo,ganho_medio,tempo_medio
50,20,torneio,100,10,0.5,0.0,0.7,1865.0,84.54643694443901,1721,2032,17.663315339362775,0.07159896860000572
50,20,torneio,50,10,0.2,0.2,0.7,1873.05,78.54392083414223,1719,1984,17.65825209039378,0.03668327014994475
50,20,torneio,50,100,0.8,0.0,0.1,1884.9,101.0756647269757,1735,2096,17.644175562808677,0.313705056300023
50,20,torneio,100,100,0.5,0.0,0.1,1859.75,131.96775174261325,1586,2062,17.278333004968914,0.6684995479001146
50,20,torneio,50,100,0.8,0.0,0.7,1880.4,133.28855914893822,1721,2172,17.087678609298557,0.32595857305001347
50,20,torneio,50,100,0.8,0.0,0.0,1891.75,149.79782208029596,1589,2124,17.082352295757055,0.31138103615001
50,20,torneio,100,100,0.5,0.0,0.7,1854.95,113.92518378304246,1662,2075,17.01561509475782,0.6530937711499973
50,20,torneio,50,200,0.8,0.0,0.1,1921.25,103.72602132541284,1633,2101,16.998398626197734,0.7092298219999975
50,20,torneio,100,10,0.5,0.0,0.0,1865.4,80.81051911725355,1694,1998,16.847850810336034,0.07285100349999993
50,20,torneio,10,10,0.8,0.2,0.0,2021.65,93.28090640640238,1788,2161,16.65460047020114,0.007557313750021421
50,20,torneio,50,10,0.2,0.2,0.0,1899.15,75.72468223769579,1758,2006,16.63373514075387,0.03643533824997576
50,20,torneio,10,10,0.8,0.2,0.7,1996.9,105.3764205123708,1805,2164,16.539345758216793,0.007601775049977277
50,20,torneio,100,200,0.5,0.0,0.7,1842.25,87.42246564813875,1704,1983,16.52844315425862,2.0623921599000368
50,20,torneio,50,10,0.8,0.0,0.0,1935.2,124.63651150445442,1755,2169,16.22748241714931,0.03654613009999821
50,20,torneio,100,10,0.5,0.0,0.1,1863.65,104.43240636890448,1732,2066,16.02492122760088,0.07338261219997548
50,20,torneio,50,100,0.5,0.0,0.0,1957.75,106.57479767749972,1759,2138,15.68652420994751,0.31994752524998377
50,20,torneio,50,200,0.5,0.0,0.0,1918.15,112.5078997226417,1629,2131,15.371104822077953,0.6567607178000003
50,20,torneio,100,200,0.2,0.0,0.0,1922.9,118.35915680672957,1743,2135,15.307624356235106,1.2875144704500143
50,20,torneio,50,50,0.8,0.0,0.1,1912.7,95.23345000576215,1748,2043,15.301561683036581,0.16049839130001828
50,20,torneio,100,50,0.5,0.0,0.7,1879.6,110.13237489494176,1699,2147,15.24468241334507,0.34294157789997826
50,20,torneio,10,10,0.8,0.2,0.1,2048.65,95.97774481618121,1813,2211,15.17494867442017,0.008907508399954623
50,20,torneio,50,50,0.5,0.0,0.0,1961.75,115.03906945033934,1716,2143,15.003875121070575,0.1660872750500289
50,20,torneio,50,50,0.5,0.0,0.1,1959.05,120.29982335814131,1654,2112,14.991229593128,0.16573929134997342
50,20,torneio,50,50,0.5,0.0,0.7,1972.1,123.70444616100103,1727,2212,14.879278978744455,0.169246905600005
50,20,torneio,50,100,0.5,0.0,0.1,1975.5,127.54430602735663,1725,2211,14.155928687178605,0.3119889464999915
50,20,torneio,10,10,0.5,0.2,0.7,2090.9,105.14889443070714,1914,2294,14.113024544554259,0.007506482299970685
50,20,torneio,50,10,0.5,0.0,0.0,1960.95,85.79887819779464,1825,2201,14.103711528277913,0.03423595714997418
50,20,torneio,10,10,0.5,0.2,0.1,2060.75,89.47394872251922,1898,2235,13.810497296572668,0.007276429449996158
50,20,torneio,50,100,0.5,0.0,0.7,1973.5,133.5299591851956,1554,2160,13.785585712932027,0.31031335694998463
50,20,torneio,50,200,0.5,0.0,0.7,1992.5,86.42019439922592,1834,2134,13.498137856144265,0.666578125600006
50,20,torneio,50,200,0.5,0.0,0.1,2009.6,105.35340526057998,1781,2195,13.485779264594893,0.6541645224499802
50,20,torneio,10,10,0.5,0.2,0.0,2072.05,95.54500248573967,1863,2220,13.461151001098907,0.0071826546500005865
50,20,torneio,10,10,0.2,0.2,0.1,2110.75,125.16504104581279,1825,2317,13.195523452857966,0.007419658499975413
50,20,torneio,100,100,0.2,0.0,0.7,1937.0,124.15917203332181,1662,2104,13.089686219431886,0.6718294944500258
50,20,torneio,50,10,0.5,0.0,0.1,1988.35,97.86841931900197,1850,2178,12.934989110631033,0.033938265900007994
50,20,torneio,10,10,0.2,0.2,0.0,2072.3,106.20456675680194,1906,2277,12.882819805367253,0.007278352950004318
50,20,torneio,100,50,0.2,0.0,0.7,1962.55,142.52560296311677,1597,2208,12.693409548663624,0.3380246304000593
50,20,torneio,100,50,0.2,0.0,0.0,1961.4,122.24131871016444,1739,2197,12.34564536849385,0.34689387370003716
50,20,torneio,100,200,0.2,0.0,0.7,1982.15,98.50191622501565,1832,2176,12.163804771316496,1.2894635765000657
50,20,torneio,10,10,0.2,0.2,0.7,2107.6,97.27250382302287,1857,2307,12.112491528114246,0.007480764699982956
50,20,torneio,50,10,0.5,0.0,0.7,2010.75,99.4695305106041,1789,2169,11.867824697904272,0.03342783010000403
50,20,torneio,100,200,0.2,0.0,0.1,1988.75,125.27444871161876,1718,2226,11.787766297708341,1.2849484421499937
50,20,torneio,100,50,0.2,0.0,0.1,1996.85,93.07968360496292,1847,2233,11.621277878907813,0.34013608485001895
50,20,torneio,10,50,0.8,0.0,0.7,2181.75,122.38295428694308,1976,2495,11.582394336948104,0.0341603128499969
50,20,torneio,100,100,0.2,0.0,0.1,1996.75,109.51980414518646,1809,2200,11.564174734627873,0.6427163963999647
50,20,torneio,100,100,0.2,0.0,0.0,1985.95,119.89181581742766,1765,2185,11.290535244290146,0.6811162718499872
50,20,torneio,100,10,0.2,0.0,0.7,1989.2,123.642064039711,1798,2242,10.363149848908382,0.07021017224990374
50,20,torneio,10,200,0.8,0.0,0.7,2199.55,103.42749876120955,1962,2389,10.350255496198763,0.13087717575000396
50,20,torneio,100,10,0.2,0.0,0.0,2013.9,85.78222426586991,1891,2192,10.303725833361376,0.07054148124996118
50,20,torneio,10,100,0.8,0.0,0.7,2159.55,123.35618144219609,1933,2421,10.11382921157529,0.06681527785001436
50,20,torneio,10,50,0.5,0.0,0.0,2212.65,112.7241211986148,1948,2390,9.530483487114338,0.033156269699975385
50,20,torneio,50,10,0.2,0.0,0.7,2095.35,115.97813371493781,1792,2303,8.998016738632412,0.03602091545002395
50,20,torneio,50,100,0.2,0.0,0.0,2087.45,142.92881969707858,1802,2283,8.970370403547783,0.31265942925000445
50,20,torneio,50,200,0.2,0.0,0.7,2101.75,110.77042701010049,1925,2305,8.938804705367833,0.6957849666499897
50,20,torneio,50,200,0.2,0.0,0.1,2105.85,121.2712970986952,1778,2304,8.91994100517668,0.6958347082999581
50,20,torneio,50,10,0.2,0.0,0.0,2077.55,127.20907003826417,1831,2256,8.52260190349799,0.035830201250030315
50,20,torneio,50,200,0.2,0.0,0.0,2094.05,111.34696897536098,1835,2289,8.510886956031786,0.6502692109499776
50,20,torneio,50,50,0.2,0.0,0.7,2072.2,107.95304534842916,1786,2243,8.463494370391828,0.1689076359999831
50,20,torneio,10,200,0.8,0.0,0.0,2214.7,122.32256537532231,1947,2402,8.374028645691391,0.1293291794000197
50,20,torneio,10,10,0.8,0.0,0.7,2203.4,115.88632361068323,1981,2449,8.270578928453551,0.007408788599991567
50,20,torneio,10,100,0.8,0.0,0.1,2240.55,101.64323637114276,1982,2432,8.21587396343325,0.06583169959995985
50,20,torneio,50,50,0.2,0.0,0.1,2105.2,121.22936937887616,1842,2323,8.209725916301469,0.16079334690002725
50,20,torneio,10,100,0.8,0.0,0.0,2217.05,104.7819044491939,2035,2422,8.132028598979328,0.06831542445000878
50,20,torneio,10,200,0.8,0.0,0.1,2227.75,97.38576641378349,2081,2515,8.093031408410209,0.12878647415001296
50,20,torneio,10,100,0.5,0.0,0.7,2222.9,100.20973006649604,2030,2400,8.040992656505605,0.06660972424997454
50,20,torneio,100,10,0.2,0.0,0.1,2043.0,110.69778678907723,1734,2199,7.979870152911561,0.06964806569999382
50,20,torneio,10,10,0.5,0.0,0.1,2246.25,166.27082576327092,1798,2484,7.949201596050642,0.007479837750020124
50,20,torneio,10,200,0.5,0.0,0.1,2233.8,123.13228658641891,1970,2436,7.5290775686291935,0.12719390109999723
50,20,torneio,10,50,0.8,0.0,0.0,2234.9,101.3236892340582,2005,2401,7.449318467688232,0.03358842889996368
50,20,torneio,50,100,0.2,0.0,0.1,2087.0,91.89613702436027,1889,2217,7.410305355160067,0.31861138139998957
50,20,torneio,10,10,0.8,0.0,0.1,2219.8,122.38733594616724,1981,2418,7.39318526787724,0.007430612849987028
50,20,torneio,50,100,0.2,0.0,0.7,2128.25,79.87106797833619,1997,2304,7.336657092099385,0.3343555839499686
50,20,torneio,10,50,0.5,0.0,0.7,2260.4,132.2601224859557,1950,2549,7.189095676197157,0.03338881484999092
50,20,torneio,10,10,0.8,0.0,0.0,2235.95,87.33468669434842,2091,2397,6.939845986302991,0.007767293599999903
50,20,torneio,50,10,0.2,0.0,0.1,2152.5,84.14540985698507,2002,2312,6.89027653407336,0.03554268154998681
50,20,torneio,10,50,0.8,0.0,0.1,2250.85,118.6618198916568,2001,2464,6.858787883984462,0.0345052547000023
50,20,torneio,10,200,0.5,0.0,0.7,2225.85,123.7389490015169,1992,2422,6.779689330227039,0.13027757425001027
50,20,torneio,50,50,0.2,0.0,0.0,2125.9,129.6375331453048,1871,2316,6.71346188363069,0.15643765554999617
50,20,torneio,10,10,0.5,0.0,0.7,2239.35,116.84788188067424,2071,2494,6.051886312826902,0.007350216700012879
50,20,torneio,10,200,0.5,0.0,0.0,2296.75,118.77157698708896,2090,2578,5.403577016627011,0.1281433599999559
50,20,torneio,10,10,0.5,0.0,0.0,2302.95,112.55286535668473,2104,2504,5.131221496952259,0.00742398940003568
50,20,torneio,10,100,0.5,0.0,0.1,2282.2,125.8723957029499,1973,2485,4.810322691171369,0.0664926740499709
50,20,torneio,10,10,0.2,0.0,0.7,2344.0,119.21073777139374,2071,2537,4.264604911250498,0.007155646550006623
50,20,torneio,10,50,0.5,0.0,0.1,2334.95,122.32190114611528,2072,2501,4.140813296214537,0.0345011148999788
50,20,torneio,10,50,0.2,0.0,0.7,2345.85,122.4456103745659,1939,2553,3.8176364983599007,0.033509111299974845
50,20,torneio,10,10,0.2,0.0,0.0,2330.7,121.52164416267581,2091,2602,3.617749403184299,0.008894936799993047
50,20,torneio,10,100,0.5,0.0,0.0,2310.5,94.54654938177278,2083,2480,3.2743839813572357,0.06595156539999607
50,20,torneio,10,10,0.2,0.0,0.1,2357.55,154.78451957479467,1842,2528,3.065107667958934,0.0068209837500262435
50,20,torneio,10,100,0.2,0.0,0.7,2389.7,99.73269273412805,2172,2549,3.0382841134284617,0.06552447530001473
50,20,torneio,10,200,0.2,0.0,0.7,2313.2,106.5277428654151,2060,2498,2.630786280626503,0.13670282384997562
50,20,torneio,10,100,0.2,0.0,0.0,2374.2,98.75505050375905,2156,2532,2.546310885714402,0.06463316180004312
50,20,torneio,10,100,0.2,0.0,0.1,2359.35,101.71149148449254,2127,2559,2.436119434412132,0.06574811220001493
50,20,torneio,10,200,0.2,0.0,0.0,2358.45,98.79649538318654,2134,2490,2.3122438402032945,0.136845938249985
50,20,torneio,10,50,0.2,0.0,0.1,2403.45,92.83020790669383,2200,2569,2.0111850189382103,0.03175229215000854
50,20,torneio,10,200,0.2,0.0,0.1,2359.8,66.9407200439314,2265,2468,1.7601036509755783,0.1368292166500055
50,20,torneio,10,50,0.2,0.0,0.0,2396.8,130.01176869806824,2069,2594,1.338194835541087,0.032363569099970846
